@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5,6}

@data
3404,'2017/02/10 13:12:24:411',30,0.45379,0.123303,0.046748,-0.314924,-0.084169,0.142362,0.047208,0.105462,0.427682,0.172875,0.274657,0.54092,0.035883,344.53125,0.036654,0.13464,?,0.625,?
3405,'2017/02/10 13:12:24:457',30,0.417532,0.013489,-0.035338,-0.236417,0.101729,0.244875,0.083047,0.23049,0.567434,0.265175,0.243992,0.509523,0.018423,344.53125,0.041672,0.141411,?,0.625,?
3406,'2017/02/10 13:12:24:475',30,0.366299,-0.003974,-0.104374,-0.439035,-0.197666,0.037103,-0.117971,0.029003,0.468364,0.320116,0.257392,0.516211,0.118474,301.464844,0.046481,0.16732,?,0.625,?
3407,'2017/02/10 13:12:24:520',30,0.396884,0.173122,0.00152,-0.342662,0.074444,0.354558,0.114967,0.087678,0.432798,0.318883,0.192512,0.368607,0.070342,344.53125,0.043005,0.150696,?,0.625,?
3408,'2017/02/10 13:12:24:523',30,0.386604,0.163738,0.000776,-0.338518,-0.004616,0.184131,-0.091861,0.119132,0.488465,0.376451,0.235222,0.420602,0.092285,344.53125,0.046018,0.168962,?,0.625,?
3409,'2017/02/10 13:12:24:579',30,0.310294,0.045118,-0.059345,-0.231794,0.056021,0.118944,-0.015218,0.257082,0.547939,0.309655,0.226032,0.558175,0.053776,344.53125,0.048774,0.163847,?,0.625,?
3410,'2017/02/10 13:12:24:600',30,0.384922,0.103299,-0.016938,-0.254955,-0.098654,0.094527,-0.114606,0.167554,0.573913,0.439605,0.381715,0.467059,0.21519,301.464844,0.042585,0.150498,?,0.625,?
3411,'2017/02/10 13:12:24:646',30,0.335011,0.127919,0.126151,-0.299841,-0.024658,0.128555,-0.054761,0.233889,0.590603,0.288089,0.349457,0.521158,0.129032,344.53125,0.034468,0.118806,?,0.625,?
3412,'2017/02/10 13:12:24:663',30,0.359431,0.301697,0.223694,-0.288228,0.004358,-0.000287,-0.127644,0.338976,0.675846,0.262411,0.197336,0.448789,0.0958,344.53125,0.027343,0.098883,?,0.625,?
3413,'2017/02/10 13:12:24:707',30,0.256788,0.381276,0.206788,-0.353608,-0.11087,0.133767,0.016385,0.396068,0.726693,0.317494,0.324044,0.482124,0.147793,344.53125,0.024978,0.08389,?,0.625,?
3414,'2017/02/10 13:12:24:725',30,0.266278,0.424872,0.37985,-0.529755,-0.208369,0.095147,0.144129,0.247608,0.633782,0.298111,0.339333,0.487591,0.135789,344.53125,0.019308,0.066961,?,0.625,?
3415,'2017/02/10 13:12:24:769',30,0.414219,0.207691,0.22251,-0.232927,0.202238,0.390733,0.276896,0.200342,0.373137,0.149481,0.122486,0.388036,0.305204,516.796875,0.009736,0.024056,?,0.625,?
3416,'2017/02/10 13:12:24:786',30,0.268686,-0.007993,0.177642,-0.361912,0.025994,0.345589,0.447467,0.38837,0.358084,0.135462,0.326841,0.562093,0.178452,516.796875,0.009363,0.02678,?,0.625,?
3417,'2017/02/10 13:12:24:832',30,0.497732,-0.379952,-0.091658,-0.371986,-0.000442,0.447209,0.508591,0.542387,0.508813,0.011778,0.099706,0.54399,0.34193,516.796875,0.018016,0.113892,?,0.625,?
3418,'2017/02/10 13:12:24:850',30,0.497732,-0.379952,-0.091658,-0.371986,-0.000442,0.447209,0.508591,0.542387,0.508813,0.011778,0.099706,0.54399,0.34193,516.796875,0.018016,0.113892,?,0.625,?
3419,'2017/02/10 13:12:24:895',30,0.20682,0.044418,0.038614,-0.395322,0.01125,0.482531,0.613831,0.514587,0.205547,-0.021119,-0.020124,0.332296,0.220122,516.796875,0.036941,0.178685,?,0.625,?
3420,'2017/02/10 13:12:24:912',30,0.022321,-0.10759,-0.061969,-0.510007,-0.01393,0.542638,0.759993,0.601157,0.261416,0.032339,0.087001,0.390819,0.240883,516.796875,0.03278,0.164396,?,0.625,?
3421,'2017/02/10 13:12:24:956',30,0.024666,-0.204305,-0.134479,-0.48753,-0.007353,0.423468,0.610501,0.520929,0.314894,0.035071,-0.000246,0.370646,0.311437,516.796875,0.032967,0.155939,?,0.625,?
3422,'2017/02/10 13:12:24:975',30,0.179427,-0.047017,0.046577,-0.528381,0.047375,0.482058,0.629229,0.484756,0.415476,0.133685,0.02525,0.37405,0.339322,516.796875,0.030722,0.144543,?,0.625,?
3423,'2017/02/10 13:12:25:019',30,0.283384,0.170442,0.025053,-0.4931,0.197977,0.45639,0.410751,0.407219,0.453778,0.053192,-0.079156,0.323795,0.379836,516.796875,0.022879,0.109012,?,0.625,?
3424,'2017/02/10 13:12:25:038',30,0.294627,0.082363,0.135573,-0.415606,0.018283,0.295254,0.362161,0.281675,0.321593,-0.007864,-0.063652,0.292373,0.359713,516.796875,0.021194,0.082407,?,0.625,?
3425,'2017/02/10 13:12:25:083',30,0.44907,0.043845,0.310423,-0.06465,0.093497,0.577972,0.284754,0.168905,0.38816,0.066071,0.048665,0.235887,0.338674,516.796875,0.012191,0.038934,?,0.625,?
3426,'2017/02/10 13:12:25:101',30,0.276333,0.06699,0.210533,-0.106805,0.189544,0.535361,0.244829,0.257346,0.406477,0.178018,0.152179,0.41404,0.403065,2583.984375,0.010271,0.029924,?,0.625,?
3427,'2017/02/10 13:12:25:145',30,0.418939,0.266002,0.538707,0.018238,0.100683,0.385747,0.015873,0.212768,0.298584,0.191578,0.218143,0.359769,0.247366,2756.25,0.007668,0.02456,?,0.625,?
3428,'2017/02/10 13:12:25:148',30,0.418939,0.266002,0.538707,0.018238,0.100683,0.385747,0.015873,0.212768,0.298584,0.191578,0.218143,0.359769,0.247366,2756.25,0.007668,0.02456,?,0.625,?
3429,'2017/02/10 13:12:25:206',30,0.228995,0.159452,0.472567,0.166653,0.257357,0.482974,-0.012768,0.079047,0.305088,0.140584,0.355504,0.45835,0.119518,2928.515625,0.018845,0.038553,?,0.625,?
3430,'2017/02/10 13:12:25:225',30,0.227965,0.033227,0.352921,0.216519,0.401015,0.588973,0.187072,0.016007,0.180373,0.306079,0.434313,0.419921,0.176139,775.195313,0.010935,0.029383,?,0.625,?
3431,'2017/02/10 13:12:25:270',30,0.552537,-0.152204,0.010546,0.322079,0.2916,0.516823,0.267253,0.017464,-0.106055,0.13218,0.535621,0.66821,0.040371,775.195313,0.015293,0.083296,?,0.625,?
3432,'2017/02/10 13:12:25:288',30,0.32282,-0.488097,0.017411,0.226926,0.332145,0.603215,0.197955,0.00267,0.16105,0.113551,0.632256,0.763783,0.013927,775.195313,0.022857,0.134605,?,0.625,?
3433,'2017/02/10 13:12:25:333',30,0.045412,-0.103725,0.031575,0.426611,0.695348,0.727216,0.199927,-0.082519,-0.144978,0.183279,0.417947,0.645794,-0.018002,775.195313,0.072615,0.356122,?,0.625,?
3434,'2017/02/10 13:12:25:348',30,0.11689,-0.032471,0.089081,0.208787,0.654562,0.635721,0.199271,-0.059199,-0.148301,0.272036,0.443965,0.666031,-0.066478,775.195313,0.076674,0.393009,?,0.625,?
3435,'2017/02/10 13:12:25:396',30,-0.015434,-0.122338,-0.068021,0.23107,0.666403,0.755772,0.164482,-0.012332,-0.024753,0.385584,0.564569,0.607618,-0.009804,775.195313,0.075669,0.36278,?,0.625,?
3436,'2017/02/10 13:12:25:412',30,-0.007683,-0.10909,-0.071913,0.355282,0.742946,0.712719,0.223045,-0.144105,-0.074719,0.226622,0.400753,0.486756,-0.041819,775.195313,0.077081,0.345084,?,0.625,?
3437,'2017/02/10 13:12:25:455',30,0.075103,-0.125139,-0.071359,0.368264,0.654248,0.735845,0.111935,-0.061051,0.087845,0.339727,0.52386,0.381198,-0.053923,775.195313,0.079677,0.339782,?,0.625,?
3438,'2017/02/10 13:12:25:474',30,0.060919,-0.145504,-0.14527,0.40409,0.680899,0.570814,0.125888,-0.170436,0.074993,0.359034,0.464293,0.42293,0.04835,775.195313,0.074188,0.324782,?,0.625,?
3439,'2017/02/10 13:12:25:520',30,0.010304,-0.234389,-0.019397,0.413934,0.731292,0.550462,0.030085,-0.128432,0.098585,0.405189,0.489552,0.430851,0.052805,775.195313,0.071397,0.300533,?,0.625,?
3440,'2017/02/10 13:12:25:538',30,0.032356,-0.21377,-0.049236,0.446121,0.682508,0.499436,-0.000424,-0.338722,0.040108,0.41103,0.326905,0.429831,0.227273,775.195313,0.068188,0.284939,?,0.625,?
3441,'2017/02/10 13:12:25:583',30,-0.077114,-0.31005,-0.248194,0.158341,0.614434,0.493246,0.00312,-0.098274,0.392594,0.645325,0.449198,0.406926,0.200117,775.195313,0.05966,0.237107,?,0.625,?
3442,'2017/02/10 13:12:25:600',30,-0.045724,-0.250944,-0.113518,0.426746,0.668577,0.4051,-0.012909,-0.216052,0.106703,0.549105,0.426066,0.34918,0.248923,775.195313,0.056017,0.21438,?,0.625,?
3443,'2017/02/10 13:12:25:645',30,-0.030181,-0.285644,0.056112,0.35531,0.610976,0.578559,-0.019499,-0.012506,0.322285,0.480773,0.134966,0.207676,0.199342,1033.59375,0.041258,0.151891,?,0.625,?
3444,'2017/02/10 13:12:25:663',30,0.042165,-0.150828,0.087352,0.208827,0.549146,0.457543,-0.08976,0.024269,0.328152,0.435515,0.111681,0.163069,0.260214,1033.59375,0.036943,0.142715,?,0.625,?
3445,'2017/02/10 13:12:25:707',30,0.042696,-0.070208,0.150557,0.296912,0.457925,0.274821,-0.12973,0.24523,0.540927,0.492959,0.011289,0.097428,0.197342,1033.59375,0.039477,0.158068,?,0.625,?
3446,'2017/02/10 13:12:25:723',30,-0.074825,-0.117851,0.126486,0.320483,0.627721,0.571588,0.057681,0.183364,0.473503,0.493389,0.023383,-0.012805,0.157128,1033.59375,0.0405,0.169679,?,0.625,?
3447,'2017/02/10 13:12:25:769',30,-0.02911,-0.163102,0.160713,0.373468,0.480467,0.275092,-0.235771,0.188962,0.58251,0.426142,0.090049,0.267643,0.299941,1033.59375,0.054792,0.1883,?,0.625,?
3448,'2017/02/10 13:12:25:787',30,-0.112399,-0.252412,0.105911,0.321588,0.452225,0.202873,-0.230098,0.236971,0.561363,0.349589,0.071293,0.293887,0.345135,1033.59375,0.052296,0.186401,?,0.625,?
3449,'2017/02/10 13:12:25:834',30,-0.002215,-0.108904,0.22308,0.719238,0.707014,0.232497,-0.203796,0.544129,0.557283,0.179989,-0.089547,0.060814,0.384007,1291.992188,0.062493,0.312447,?,0.625,?
3450,'2017/02/10 13:12:25:850',30,-0.146951,-0.080278,0.281857,0.642217,0.59536,0.031854,-0.370215,0.399237,0.560108,0.222412,0.063223,0.287796,0.477043,1291.992188,0.072469,0.345995,?,0.625,?
3451,'2017/02/10 13:12:25:894',30,-0.074414,0.016039,0.417881,0.724187,0.622788,0.139665,-0.25195,0.451178,0.712395,0.156286,-0.035097,0.296754,0.434045,1291.992188,0.079017,0.378719,?,0.625,?
3452,'2017/02/10 13:12:25:912',30,-0.051497,-0.001519,0.331579,0.712115,0.679576,0.225327,-0.292501,0.478624,0.562336,0.035107,-0.189317,0.294768,0.412927,1291.992188,0.074993,0.382759,?,0.625,?
3453,'2017/02/10 13:12:25:955',30,-0.018728,0.050583,0.452024,0.780921,0.711569,0.213979,-0.214331,0.50013,0.621366,-0.024964,-0.121337,0.431408,0.394929,1291.992188,0.069407,0.366455,?,0.625,?
3454,'2017/02/10 13:12:25:976',30,-0.028731,0.143561,0.43432,0.71832,0.645674,0.152338,-0.133361,0.532371,0.621272,-0.047912,-0.226285,0.460068,0.396498,1291.992188,0.071071,0.370415,?,0.625,?
3455,'2017/02/10 13:12:26:017',30,0.016154,0.249733,0.566408,0.818135,0.36094,0.03811,-0.078808,0.508692,0.697965,0.049416,-0.227702,0.50113,0.434702,1291.992188,0.067764,0.360241,?,0.625,?
3456,'2017/02/10 13:12:26:080',30,0.094609,0.292692,0.473101,0.724842,0.418506,0.136136,-0.124492,0.432628,0.715055,0.034435,-0.221819,0.63259,0.476091,1291.992188,0.072713,0.357655,?,0.625,?
3457,'2017/02/10 13:12:26:081',30,-0.069526,0.262498,0.509277,0.621736,0.268843,-0.08274,-0.116046,0.474154,0.820188,0.070535,-0.205418,0.537291,0.530546,1291.992188,0.073397,0.390822,?,0.625,?
3458,'2017/02/10 13:12:26:100',30,0.005301,0.229456,0.540788,0.773201,0.354005,0.12915,-0.042063,0.530671,0.757252,0.072133,-0.245768,0.483844,0.369118,1291.992188,0.068039,0.351325,?,0.625,?
3459,'2017/02/10 13:12:26:145',30,-0.095956,0.200805,0.557775,0.765367,0.538877,0.176725,0.023845,0.355524,0.634441,0.01215,-0.257833,0.573509,0.506893,1291.992188,0.048208,0.248719,?,0.625,?
3460,'2017/02/10 13:12:26:162',30,-0.098111,0.132155,0.547157,0.628417,0.337988,0.053161,-0.009603,0.369856,0.652468,0.068277,-0.204288,0.617095,0.579693,1291.992188,0.042565,0.213213,?,0.625,?
3461,'2017/02/10 13:12:26:207',30,0.343868,0.260657,0.44269,0.253353,0.297087,0.049512,0.030857,0.405201,0.52951,0.1796,-0.131587,0.537547,0.438326,1291.992188,0.013468,0.051849,?,0.625,?
3462,'2017/02/10 13:12:26:225',30,0.202574,0.134536,0.368439,0.244141,0.102858,0.060844,-0.075786,0.430874,0.542267,0.229525,0.015885,0.471482,0.451469,2627.050781,0.010883,0.0306,?,0.625,?
3463,'2017/02/10 13:12:26:269',30,0.17321,0.089982,0.309159,0.271626,0.246637,0.325467,0.164539,0.222166,0.419745,0.266325,0.120239,0.408735,0.354063,19939.746094,0.010606,0.021632,?,0.625,?
3464,'2017/02/10 13:12:26:287',30,0.198715,0.310538,0.288962,0.378334,0.188214,0.090985,0.025547,0.156752,0.408604,0.288111,0.232076,0.342861,0.343328,20068.945313,0.010462,0.021126,?,0.625,?
3465,'2017/02/10 13:12:26:333',30,0.318347,0.361373,0.380647,0.180783,0.10649,0.285845,0.156248,0.117442,0.295346,0.250972,0.12607,0.473855,0.209973,2670.117188,0.01126,0.02287,?,0.625,?
3466,'2017/02/10 13:12:26:351',30,0.172539,0.264856,0.302572,0.239772,0.115038,0.375613,0.338492,0.282453,0.306426,0.379135,0.221137,0.323707,0.20618,15977.636719,0.011255,0.025282,?,0.625,?
3467,'2017/02/10 13:12:26:395',30,0.291781,0.514156,0.36414,0.169555,0.102109,0.258299,0.108818,0.178695,0.219513,0.239097,0.205602,0.518256,0.23529,19939.746094,0.011444,0.025195,?,0.625,?
3468,'2017/02/10 13:12:26:412',30,0.118085,0.436323,0.541419,0.452358,0.150426,0.224912,0.148554,0.191892,0.356384,0.249862,0.175841,0.514914,0.315806,2454.785156,0.012068,0.024997,?,0.625,?
3469,'2017/02/10 13:12:26:456',30,0.234,0.476814,0.399276,0.188919,0.223613,0.334117,0.244299,0.211244,0.209663,0.158061,0.209003,0.45124,0.252552,7795.019531,0.011881,0.024657,?,0.625,?
3470,'2017/02/10 13:12:26:475',30,0.2469,0.399267,0.221393,0.120757,0.09897,0.336832,0.3073,0.25813,0.33566,0.224995,0.118714,0.416252,0.287185,19896.679688,0.012983,0.025414,?,0.625,?
3471,'2017/02/10 13:12:26:520',30,0.232862,0.299234,0.239079,0.104341,0.076328,0.221729,0.145529,0.351055,0.27487,0.213099,0.206141,0.433498,0.384237,9302.34375,0.013025,0.027186,?,0.625,?
3472,'2017/02/10 13:12:26:537',30,0.202458,0.259612,0.254306,0.16917,0.137391,0.400012,0.324191,0.386123,0.409507,0.196789,0.186622,0.336718,0.238222,2670.117188,0.013336,0.026786,?,0.625,?
3473,'2017/02/10 13:12:26:584',30,0.113214,0.358121,0.15051,0.208242,0.188761,0.222078,0.285683,0.435248,0.373821,0.293265,0.237425,0.352005,0.216396,19939.746094,0.014108,0.02809,?,0.625,?
3474,'2017/02/10 13:12:26:601',30,0.150915,0.350455,0.207618,0.237298,0.325571,0.270614,0.349096,0.43536,0.204301,0.360224,0.237794,0.311074,0.254864,16149.902344,0.015034,0.032646,?,0.625,?
3475,'2017/02/10 13:12:26:646',30,0.100158,0.355645,0.299949,0.144474,-0.035712,0.363489,0.364127,0.366491,0.368157,0.334568,0.29155,0.343027,0.375686,20671.875,0.016248,0.033557,?,0.625,?
3476,'2017/02/10 13:12:26:662',30,0.098097,0.325431,0.384253,0.27587,0.088912,0.196674,0.278098,0.222294,0.068799,0.45739,0.422088,0.367905,0.366147,2110.253906,0.018277,0.042417,?,0.625,?
3477,'2017/02/10 13:12:26:708',30,0.078254,0.12491,0.607806,0.333182,-0.208327,0.327837,0.564401,0.090953,0.163065,0.490285,0.322059,0.242859,0.395466,2067.1875,0.029112,0.140948,?,0.625,?
3478,'2017/02/10 13:12:26:724',30,0.055923,0.049431,0.463131,0.340987,-0.172916,0.405161,0.620077,-0.035493,0.168582,0.604494,0.356236,0.166882,0.450364,2067.1875,0.033046,0.206988,?,0.625,?
3479,'2017/02/10 13:12:26:769',30,-0.12342,0.102817,0.532152,0.44058,-0.209789,0.123053,0.679752,-0.017988,-0.121032,0.599516,0.403308,0.021809,0.462582,2067.1875,0.090814,0.706911,?,0.625,?
3480,'2017/02/10 13:12:26:787',30,-0.187496,0.174773,0.501709,0.240072,-0.326479,0.309142,0.783802,0.006489,-0.221957,0.630215,0.438647,-0.043625,0.355298,2067.1875,0.126024,1.057951,?,0.625,?
3481,'2017/02/10 13:12:26:833',30,-0.171581,0.047319,0.41919,0.316934,-0.243654,0.106029,0.669535,0.043237,0.065656,0.682877,0.353888,-0.063206,0.474339,2067.1875,0.150317,1.055786,?,0.625,?
3482,'2017/02/10 13:12:26:849',30,-0.122354,0.145579,0.512912,0.387855,-0.280705,-0.001858,0.632572,0.025245,0.044898,0.623733,0.279621,-0.019766,0.547098,2067.1875,0.17489,1.200229,?,0.625,?
3483,'2017/02/10 13:12:26:894',30,-0.143655,0.110895,0.410885,0.315898,-0.278695,0.150605,0.715678,0.034713,-0.042952,0.682186,0.375987,-0.039142,0.515083,2067.1875,0.157055,1.107685,?,0.625,?
3484,'2017/02/10 13:12:26:913',30,-0.088659,0.080941,0.419755,0.247715,-0.222153,0.1784,0.547359,0.058702,0.061517,0.644595,0.251093,-0.019429,0.575571,2067.1875,0.130698,0.855126,?,0.625,?
3485,'2017/02/10 13:12:26:957',30,-0.021941,0.282721,0.474442,0.251499,-0.356175,0.057811,0.660294,0.185691,-0.094689,0.50807,0.241753,-0.018431,0.635167,2067.1875,0.108208,0.711657,?,0.625,?
3486,'2017/02/10 13:12:26:974',30,-0.092587,0.214976,0.402838,0.081678,-0.293466,0.21492,0.518503,0.025366,-0.093584,0.51371,0.275379,0.053393,0.570875,2067.1875,0.069259,0.339364,?,0.625,?
3487,'2017/02/10 13:12:27:019',30,-0.110803,0.167559,0.474448,0.210042,-0.345199,-0.029875,0.470167,0.103437,0.128239,0.62531,0.367934,0.065448,0.641528,2067.1875,0.072132,0.376607,?,0.625,?
3488,'2017/02/10 13:12:27:037',30,-0.125467,0.065896,0.519559,0.285199,-0.265613,-0.005582,0.484359,0.058078,0.105031,0.547753,0.340669,0.089178,0.624779,2067.1875,0.073913,0.415077,?,0.625,?
3489,'2017/02/10 13:12:27:085',30,-0.095595,-0.071703,0.483122,0.354492,-0.05601,-0.236073,0.191962,0.176364,0.240204,0.488134,0.264608,0.268371,0.830938,2067.1875,0.050548,0.251683,?,0.625,?
3490,'2017/02/10 13:12:27:101',30,-0.095595,-0.071703,0.483122,0.354492,-0.05601,-0.236073,0.191962,0.176364,0.240204,0.488134,0.264608,0.268371,0.830938,2067.1875,0.053809,0.286371,?,0.625,?
3491,'2017/02/10 13:12:27:145',30,-0.064749,0.318884,0.860833,0.705657,0.24538,-0.191093,-0.36474,0.338829,0.540342,0.030279,-0.207044,0.352186,0.545912,1291.992188,0.271344,1.104965,?,0.625,?
3492,'2017/02/10 13:12:27:161',30,-0.036113,0.087977,0.62289,0.683762,0.283756,-0.142207,-0.149553,0.297592,0.433126,0.002291,-0.162351,0.438899,0.625845,1335.058594,0.271613,1.18225,?,0.625,?
3493,'2017/02/10 13:12:27:207',30,-0.144518,0.057939,0.513854,0.685136,0.321878,-0.105248,-0.17663,0.33269,0.569384,-0.128341,-0.18141,0.474008,0.58504,1335.058594,0.249762,1.122873,?,0.625,?
3494,'2017/02/10 13:12:27:225',30,0.018307,0.243073,0.527934,0.707881,0.430743,-0.188154,-0.305071,0.258623,0.545203,-0.112586,-0.157854,0.520689,0.547089,1335.058594,0.247175,1.102479,?,0.625,?
3495,'2017/02/10 13:12:27:269',30,-0.116463,-0.024217,0.330647,0.609997,0.282338,-0.151439,-0.201311,0.365893,0.69093,-0.06087,-0.142238,0.583782,0.663641,1335.058594,0.21453,1.041456,?,0.625,?
3496,'2017/02/10 13:12:27:286',30,0.001296,0.220497,0.447919,0.672923,0.42774,-0.286642,-0.29476,0.254071,0.596082,-0.039971,-0.076682,0.545225,0.596392,1335.058594,0.219086,1.027897,?,0.625,?
3497,'2017/02/10 13:12:27:334',30,0.036784,0.112046,0.436206,0.76252,0.546683,-0.253832,-0.411079,0.296914,0.83759,0.034059,-0.179988,0.29882,0.403509,1335.058594,0.245163,1.110864,?,0.625,?
3498,'2017/02/10 13:12:27:351',30,-0.024524,-0.151869,0.197412,0.584857,0.56467,-0.111269,-0.25236,0.224423,0.658951,0.056007,-0.056879,0.415555,0.492065,1291.992188,0.291893,1.144569,?,0.625,?
3499,'2017/02/10 13:12:27:395',30,-0.195144,-0.382895,0.100655,0.574986,0.359632,0.035409,-0.256748,0.284519,0.611958,0.130633,-0.050417,0.178104,0.394382,1335.058594,0.410723,1.524975,?,0.625,?
3500,'2017/02/10 13:12:27:398',30,-0.195144,-0.382895,0.100655,0.574986,0.359632,0.035409,-0.256748,0.284519,0.611958,0.130633,-0.050417,0.178104,0.394382,1335.058594,0.410723,1.524975,?,0.625,?
3501,'2017/02/10 13:12:27:453',30,-0.043903,-0.269983,0.140101,0.62236,0.449043,0.115573,-0.270154,0.294883,0.498944,0.115501,-0.098666,0.166008,0.280213,1335.058594,0.42128,1.403709,?,0.625,?
3502,'2017/02/10 13:12:27:474',30,-0.14738,-0.298325,0.220778,0.715713,0.550135,0.121539,-0.279458,0.292229,0.531658,0.322574,0.015438,0.175785,0.290232,1335.058594,0.371218,1.311718,?,0.625,?
3503,'2017/02/10 13:12:27:518',30,-0.047347,-0.290063,0.254974,0.693672,0.464683,0.150516,-0.246593,0.324017,0.549576,0.23098,-0.054775,0.129177,0.383984,1335.058594,0.285974,1.045329,?,0.625,?
3504,'2017/02/10 13:12:27:537',30,-0.052276,-0.176081,0.200609,0.673243,0.52548,0.055262,-0.176786,0.364759,0.479167,0.225222,-0.101004,0.116428,0.41834,1335.058594,0.275134,1.011662,?,0.625,?
3505,'2017/02/10 13:12:27:581',30,-0.03995,-0.150808,0.232772,0.677442,0.432296,-0.044616,-0.259308,0.422733,0.58258,0.348712,-0.102651,0.010974,0.338592,1335.058594,0.228856,0.867873,?,0.625,?
3506,'2017/02/10 13:12:27:600',30,-0.03995,-0.150808,0.232772,0.677442,0.432296,-0.044616,-0.259308,0.422733,0.58258,0.348712,-0.102651,0.010974,0.338592,1335.058594,0.228856,0.867873,?,0.625,?
3507,'2017/02/10 13:12:27:644',30,-0.10743,-0.43179,-0.01591,0.538095,0.571539,0.234689,-0.297102,0.184104,0.334825,0.289302,0.03891,0.258262,0.383142,1291.992188,0.193356,0.721548,?,0.625,?
3508,'2017/02/10 13:12:27:662',30,0.11056,-0.279442,0.017389,0.603566,0.710732,0.369462,-0.142569,0.22052,0.301144,0.251198,-0.004246,0.238934,0.17964,1033.59375,0.192528,0.689694,?,0.625,?
3509,'2017/02/10 13:12:27:705',30,0.002702,-0.328735,-0.170598,0.538618,0.748245,0.435425,0.025635,-0.092423,0.181334,0.357114,0.112623,0.417547,0.220609,775.195313,0.235902,0.822439,?,0.625,?
3510,'2017/02/10 13:12:27:724',30,-0.055928,-0.513626,-0.282857,0.270366,0.667575,0.450564,0.050972,0.079639,0.174468,0.364555,0.167194,0.426547,0.059779,775.195313,0.316253,1.08175,?,0.625,?
3511,'2017/02/10 13:12:27:769',30,0.030227,-0.192842,-0.220818,0.302372,0.647918,0.489455,0.014691,-0.186092,0.15689,0.571814,0.208869,0.324129,0.183468,775.195313,0.323222,1.095982,?,0.625,?
3512,'2017/02/10 13:12:27:788',30,-0.058143,-0.159505,-0.09441,0.224473,0.719375,0.694241,0.006693,-0.194537,0.110568,0.508494,0.279146,0.18377,0.008293,775.195313,0.327719,1.192945,?,0.625,?
3513,'2017/02/10 13:12:27:830',30,-0.07014,-0.230167,-0.216005,0.278978,0.685945,0.60134,0.052782,-0.216711,0.142921,0.398835,0.246733,0.301365,0.061845,775.195313,0.326132,1.144734,?,0.625,?
3514,'2017/02/10 13:12:27:850',30,-0.100287,-0.240579,-0.140044,0.406679,0.754015,0.574498,0.11708,-0.259695,0.0351,0.343987,0.185907,0.249171,0.073148,775.195313,0.322481,1.106211,?,0.625,?
3515,'2017/02/10 13:12:27:894',30,-0.125729,-0.18569,-0.269933,0.314487,0.707069,0.559679,0.083284,-0.203651,0.173858,0.412374,0.38011,0.385781,0.097116,775.195313,0.323146,1.130712,?,0.625,?
3516,'2017/02/10 13:12:27:911',30,-0.112356,-0.137819,-0.211171,0.277422,0.824236,0.648792,0.08989,-0.166706,0.158601,0.323981,0.258224,0.329493,0.079506,775.195313,0.32522,1.079081,?,0.625,?
3517,'2017/02/10 13:12:27:955',30,-0.001045,0.022051,-0.047252,0.423778,0.817533,0.695404,0.092095,-0.255073,-0.089833,0.169723,0.235324,0.241425,0.051295,775.195313,0.271019,1.022861,?,0.625,?
3518,'2017/02/10 13:12:27:974',30,-0.081212,0.177508,0.031896,0.322964,0.759912,0.739679,0.049965,-0.367413,-0.09693,0.301991,0.445216,0.381843,-0.017412,775.195313,0.269344,1.050708,?,0.625,?
3519,'2017/02/10 13:12:28:020',30,0.034957,0.167228,0.072255,0.37462,0.608588,0.77546,0.197072,-0.185162,-0.241365,0.184441,0.332003,0.275133,-0.02141,775.195313,0.281317,1.079001,?,0.625,?
3520,'2017/02/10 13:12:28:038',30,0.033437,0.278829,0.062338,0.186251,0.549979,0.793968,0.195312,-0.287329,-0.194245,0.275725,0.34457,0.297578,-0.042537,775.195313,0.279381,1.069459,?,0.625,?
3521,'2017/02/10 13:12:28:084',30,0.118925,-0.121848,-0.056093,0.211637,0.422446,0.665041,0.310226,0.168337,-0.025156,-0.03403,0.028917,0.238519,0.051289,775.195313,0.334979,1.180724,?,0.625,?
3522,'2017/02/10 13:12:28:100',30,0.112403,-0.312441,-0.216033,0.116997,0.476881,0.674707,0.456291,0.24055,0.002591,-0.065726,-0.10557,0.300917,0.015275,775.195313,0.345513,1.081843,?,0.625,?
3523,'2017/02/10 13:12:28:142',30,0.131226,-0.497359,-0.141616,-0.131513,0.272009,0.441485,0.533886,0.364607,0.07989,0.141679,-0.001873,0.265054,0.143848,516.796875,0.313639,1.272047,?,0.625,?
3524,'2017/02/10 13:12:28:163',30,0.019635,-0.528852,-0.157315,-0.020926,0.26625,0.497455,0.568645,0.463194,0.125145,0.100897,-0.109387,0.261421,0.129015,516.796875,0.37873,1.394997,?,0.625,?
